comID,MolecularFormula,MolecularWeight,SMILES,IUPACName
CID544393,C13H22O2,210.31,C=CCCCCCCCCC(=O)OC=C,ethenyl undec-10-enoate
CID545633,C16H30O2,254.41,CCCCCCCCCCCCCC(=O)OC=C,ethenyl tetradecanoate
CID548353,C4H10S2,122.3,CC(C(C)S)S,"butane-2,3-dithiol"
CID549772,C8H8F6O2,250.14,CC(=C)C(=O)OCC(C(C(F)(F)F)F)(F)F,"2,2,3,4,4,4-hexafluorobutyl 2-methylprop-2-enoate"
CID550615,C20H18O2S3,386.6,CC(=C)C(=O)SC1=CC=C(C=C1)SC2=CC=C(C=C2)SC(=O)C(=C)C,S-[4-[4-(2-methylprop-2-enoylsulfanyl)phenyl]sulfanylphenyl] 2-methylprop-2-enethioate
CID551576,C10H16N2O6S2,324.4,C=CS(=O)(=O)CC(=O)NCCNC(=O)CS(=O)(=O)C=C,2-ethenylsulfonyl-N-[2-[(2-ethenylsulfonylacetyl)amino]ethyl]acetamide
CID552244,C6H10O3,130.14,C=CCOCCC(=O)O,3-prop-2-enoxypropanoic acid
CID554662,C6H12O2Si,144.24,C[Si](C)(C)OC(=O)C=C,trimethylsilyl prop-2-enoate
CID555085,C3H3BrF2,156.96,C=CC(F)(F)Br,"3-bromo-3,3-difluoroprop-1-ene"
CID565162,C12H10O3,202.21,C1=CC=C(C(=C1)O)OC2=CC=CC=C2O,2-(2-hydroxyphenoxy)phenol
CID566299,C10H18Si,166.33,C[Si](CC=C)(CC=C)CC=C,methyl-tris(prop-2-enyl)silane
CID571571,C9H9NO2,163.17,C=CCOC(=O)C1=CC=NC=C1,prop-2-enyl pyridine-4-carboxylate
CID571982,C11H5F17O,476.13,C1C(O1)CC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,"2-(2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-heptadecafluorononyl)oxirane"
CID573014,C7H15O3P,178.17,CCOP(=O)(CC=C)OCC,3-diethoxyphosphorylprop-1-ene
CID573829,C10H16O2,168.23,C1C2CC3(CC1CC(C2)(C3)O)O,"adamantane-1,3-diol"
CID578067,C14H10N2O4,270.24,C1=CC(=CC(=C1)N=NC2=CC=CC(=C2)C(=O)O)C(=O)O,3-[(3-carboxyphenyl)diazenyl]benzoic acid
CID580610,C6H5NO4,155.11,COC(=O)N1C(=O)C=CC1=O,"methyl 2,5-dioxopyrrole-1-carboxylate"
CID586156,C5H7N5,137.14,C=CC1=NC(=NC(=N1)N)N,"6-ethenyl-1,3,5-triazine-2,4-diamine"
CID587335,C9H7ClO2,182.6,C=COC(=O)C1=CC=CC=C1Cl,ethenyl 2-chlorobenzoate
CID587694,C4H3F3O2,140.06,C=C(C(=O)O)C(F)(F)F,2-(trifluoromethyl)prop-2-enoic acid
CID590830,C15H10O5,270.24,C1=CC(=CC=C1C(=O)C2=CC=C(C=C2)C(=O)O)C(=O)O,4-(4-carboxybenzoyl)benzoic acid
CID592148,C21H24O4,340.4,CC1(CC2(CC(C3=C(O2)C=C(C=C3)O)(C)C)OC4=C1C=CC(=C4)O)C,"4,4,4',4'-tetramethyl-2,2'-spirobi[3H-chromene]-7,7'-diol"
CID607709,C10H14O4,198.22,C1CC2(CCC1(CC2)C(=O)O)C(=O)O,"bicyclo[2.2.2]octane-1,4-dicarboxylic acid"
CID608116,C14H14O2,214.26,CC(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,4-[1-(4-hydroxyphenyl)ethyl]phenol
CID611393,C14H14O3,230.26,C1=CC=C(C(=C1)CO)OC2=CC=CC=C2CO,[2-[2-(hydroxymethyl)phenoxy]phenyl]methanol
CID611786,C14H14O2,214.26,C1=CC(=CC=C1CO)C2=CC=C(C=C2)CO,[4-[4-(hydroxymethyl)phenyl]phenyl]methanol
CID612177,C12H12N2S,216.3,C1=CC=C(C(=C1)N)SC2=CC=CC=C2N,2-(2-aminophenyl)sulfanylaniline
CID612972,C14H18O3,234.29,CC(C)(C)C1=CC=C(C=C1)C(=O)OCC2CO2,oxiran-2-ylmethyl 4-tert-butylbenzoate
CID618879,C14H14O2S,246.33,CC1=C(C=CC(=C1)SC2=CC(=C(C=C2)O)C)O,4-(4-hydroxy-3-methylphenyl)sulfanyl-2-methylphenol
CID619483,C12H10S3,250.4,C1=CC(=CC=C1S)SC2=CC=C(C=C2)S,4-(4-sulfanylphenyl)sulfanylbenzenethiol
CID622236,C15H12F6N2,334.26,C1=CC(=CC=C1C(C2=CC=C(C=C2)N)(C(F)(F)F)C(F)(F)F)N,"4-[2-(4-aminophenyl)-1,1,1,3,3,3-hexafluoropropan-2-yl]aniline"
CID623849,C20H18O2,290.4,CC(C1=CC=CC=C1)(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O,4-[1-(4-hydroxyphenyl)-1-phenylethyl]phenol
CID626311,C18H14O4,294.3,C1=CC(=CC(=C1)OC2=CC=C(C=C2)O)OC3=CC=C(C=C3)O,4-[3-(4-hydroxyphenoxy)phenoxy]phenol
CID626369,C18H14O4,294.3,C1=CC(=CC(=C1)OC2=CC=C(C=C2)OC3=CC=CC(=C3)O)O,3-[4-(3-hydroxyphenoxy)phenoxy]phenol
CID626783,C20H11NO2,297.3,C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)N5C(=O)C=CC5=O,"1-pyren-1-ylpyrrole-2,5-dione"
CID629349,C14H10F6N2,320.23,C1=CC(=C(C=C1N)C(F)(F)F)C2=C(C=C(C=C2)N)C(F)(F)F,4-[4-amino-2-(trifluoromethyl)phenyl]-3-(trifluoromethyl)aniline
CID630263,C12H2F8O2,330.13,C1(=C(C(=C(C(=C1F)F)O)F)F)C2=C(C(=C(C(=C2F)F)O)F)F,"2,3,5,6-tetrafluoro-4-(2,3,5,6-tetrafluoro-4-hydroxyphenyl)phenol"
CID630355,C24H26O2,346.5,CC(C)(C1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O)C3=CC=C(C=C3)O,4-[2-[4-[2-(4-hydroxyphenyl)propan-2-yl]phenyl]propan-2-yl]phenol
CID630455,C10Br2O6,375.91,C12=C(C(=C3C(=C1Br)C(=O)OC3=O)Br)C(=O)OC2=O,"4,8-dibromofuro[3,4-f][2]benzofuran-1,3,5,7-tetrone"
CID631065,C12H6F12O2,410.15,C1=CC(=CC=C1C(C(F)(F)F)(C(F)(F)F)O)C(C(F)(F)F)(C(F)(F)F)O,"1,1,1,3,3,3-hexafluoro-2-[4-(1,1,1,3,3,3-hexafluoro-2-hydroxypropan-2-yl)phenyl]propan-2-ol"
CID631552,C25H20N2,348.4,C1=CC=C2C(=C1)C3=CC=CC=C3C2(C4=CC=C(C=C4)N)C5=CC=C(C=C5)N,4-[9-(4-aminophenyl)fluoren-9-yl]aniline
CID632603,C15H12F6N2O2,366.26,C1=CC(=C(C=C1C(C2=CC(=C(C=C2)O)N)(C(F)(F)F)C(F)(F)F)N)O,"2-amino-4-[2-(3-amino-4-hydroxyphenyl)-1,1,1,3,3,3-hexafluoropropan-2-yl]phenol"
CID632695,C24H20N2O2,368.4,C1=CC(=CC=C1C2=CC=C(C=C2)OC3=CC=C(C=C3)N)OC4=CC=C(C=C4)N,4-[4-[4-(4-aminophenoxy)phenyl]phenoxy]aniline
CID633763,C17H10F6O4,392.25,C1=CC(=CC=C1C(=O)O)C(C2=CC=C(C=C2)C(=O)O)(C(F)(F)F)C(F)(F)F,"4-[2-(4-carboxyphenyl)-1,1,1,3,3,3-hexafluoropropan-2-yl]benzoic acid"
CID634278,C29H28O3,424.5,CC(C)(C1=CC=C(C=C1)C(C)(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O)C4=CC=C(C=C4)O,"4-[2-[4-[1,1-bis(4-hydroxyphenyl)ethyl]phenyl]propan-2-yl]phenol"
CID637794,C9H8O3,164.16,C1C2C=CC1C3C2C(=O)OC3=O,"(1S,2S,6R,7R)-4-oxatricyclo[5.2.1.02,6]dec-8-ene-3,5-dione"
CID637921,C4H5N,67.09,CC=CC#N,(E)-but-2-enenitrile
CID637930,C4H2N2,78.07,C(=CC#N)C#N,(E)-but-2-enedinitrile
CID639970,C13H20O2,208.3,CC1(C2CCC1(C(C2)OC(=O)C=C)C)C,"[(1R,2R,4R)-1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl] prop-2-enoate"
CID643790,C4H8O2,88.11,C(C=CCO)O,"(Z)-but-2-ene-1,4-diol"
CID653341,C6H6Br2N2,265.93,C1=C(C=C(C(=C1Br)N)Br)N,"2,6-dibromobenzene-1,4-diamine"
CID688322,C13H22O2,210.31,CC(C)(C)C1CCC(CC1)OC(=O)C=C,(4-tert-butylcyclohexyl) prop-2-enoate
CID726893,C18H17N3O3,323.3,CC(=C)C(=O)OCCC1=CC(=C(C=C1)O)N2N=C3C=CC=CC3=N2,2-[3-(benzotriazol-2-yl)-4-hydroxyphenyl]ethyl 2-methylprop-2-enoate
CID728841,C8H6O6S,230.2,C1COC2=C(SC(=C2O1)C(=O)O)C(=O)O,"2,3-dihydrothieno[3,4-b][1,4]dioxine-5,7-dicarboxylic acid"
CID768325,C18H22N2,266.4,C1CCC(CC1)(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N,4-[1-(4-aminophenyl)cyclohexyl]aniline
CID786373,C12H8ClFO2S,270.71,C1=CC(=CC=C1F)S(=O)(=O)C2=CC=C(C=C2)Cl,1-(4-chlorophenyl)sulfonyl-4-fluorobenzene
CID904857,C14H22O2,222.32,CC(=C)C(=O)OC1CC2CCC1(C2(C)C)C,"[(1R,2R,4R)-1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl] 2-methylprop-2-enoate"
CID1515256,C21H18N6,354.4,C1=CC(=CC=C1C2=NC(=NC(=N2)C3=CC=C(C=C3)N)C4=CC=C(C=C4)N)N,"4-[4,6-bis(4-aminophenyl)-1,3,5-triazin-2-yl]aniline"
CID2733229,C15H20Si,228.4,C=CC[Si](CC=C)(CC=C)C1=CC=CC=C1,phenyl-tris(prop-2-enyl)silane
CID2733268,C8H2F12O4,390.08,C(=O)(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,"2,2,3,3,4,4,5,5,6,6,7,7-dodecafluorooctanedioic acid"
CID2733269,C10H2F16O4,490.09,C(=O)(C(C(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9-hexadecafluorodecanedioic acid"
CID2733404,C10H6F16O2,462.13,C(C(C(C(C(C(C(C(C(CO)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9-hexadecafluorodecane-1,10-diol"
CID2733648,C6H10Cl2N2O2,213.06,C1=C(C(=CC(=C1N)O)O)N.Cl.Cl,"4,6-diaminobenzene-1,3-diol;dihydrochloride"
CID2733839,C7H14O2Si,158.27,CC(=C)C(=O)O[Si](C)(C)C,trimethylsilyl 2-methylprop-2-enoate
CID2734393,C8H9BO2,147.97,B(C1=CC=C(C=C1)C=C)(O)O,(4-ethenylphenyl)boronic acid
CID2735038,C5H6O3,114.1,C=CC1COC(=O)O1,"4-ethenyl-1,3-dioxolan-2-one"
CID2736025,C10H10F8O2,314.17,C1C(O1)CC(C(C(C(CC2CO2)(F)F)(F)F)(F)F)(F)F,"2-[2,2,3,3,4,4,5,5-octafluoro-6-(oxiran-2-yl)hexyl]oxirane"
CID2736044,C17H8F6N2O2,386.25,C1=CC(=CC=C1C(C2=CC=C(C=C2)N=C=O)(C(F)(F)F)C(F)(F)F)N=C=O,"1-[1,1,1,3,3,3-hexafluoro-2-(4-isocyanatophenyl)propan-2-yl]-4-isocyanatobenzene"
CID2759249,C9H20O4Si,220.34,CO[Si](C)(CCCOCC1CO1)OC,dimethoxy-methyl-[3-(oxiran-2-ylmethoxy)propyl]silane
CID2759527,C9H17ClO2Si,220.77,CC(=C)C(=O)OCCC[Si](C)(C)Cl,3-[chloro(dimethyl)silyl]propyl 2-methylprop-2-enoate
CID2759529,C12H24O4Si,260.4,CCO[Si](C)(CCCOC(=O)C(=C)C)OCC,3-[diethoxy(methyl)silyl]propyl 2-methylprop-2-enoate
CID2765097,C11H9NO3,203.19,C=CCON1C(=O)C2=CC=CC=C2C1=O,"2-prop-2-enoxyisoindole-1,3-dione"
CID2773242,C10H6F6,240.14,C=CC1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,"1-ethenyl-3,5-bis(trifluoromethyl)benzene"
CID2774977,C7H6F6O2,236.11,C=CC(=O)OCC(C(C(F)(F)F)F)(F)F,"2,2,3,4,4,4-hexafluorobutyl prop-2-enoate"
CID2775819,C7H5F9O,276.1,C1C(O1)CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,"2-(2,2,3,3,4,4,5,5,5-nonafluoropentyl)oxirane"
CID2775863,C12H10F8O4,370.19,C=CC(=O)OCC(C(C(C(COC(=O)C=C)(F)F)(F)F)(F)F)(F)F,"(2,2,3,3,4,4,5,5-octafluoro-6-prop-2-enoyloxyhexyl) prop-2-enoate"
CID2775936,C11H7F5O2,266.16,CC(=C)C(=O)OCC1=C(C(=C(C(=C1F)F)F)F)F,"(2,3,4,5,6-pentafluorophenyl)methyl 2-methylprop-2-enoate"
CID2775973,C9H3F5O2,238.11,C=CC(=O)OC1=C(C(=C(C(=C1F)F)F)F)F,"(2,3,4,5,6-pentafluorophenyl) prop-2-enoate"
CID2775989,C9F10,298.08,C1(=C(C(=C(C(=C1F)F)F)F)F)C(C(=C(F)F)F)(F)F,"1,2,3,4,5-pentafluoro-6-(1,1,2,3,3-pentafluoroprop-2-enyl)benzene"
CID2782267,C4BrF7O,276.93,C(=C(F)F)(OC(C(F)(F)Br)(F)F)F,"1-bromo-1,1,2,2-tetrafluoro-2-(1,2,2-trifluoroethenoxy)ethane"
CID2782524,C4H5FO2,104.08,COC(=O)C(=C)F,methyl 2-fluoroprop-2-enoate
CID2782798,C9H7F3,172.15,C=CC1=CC=C(C=C1)C(F)(F)F,1-ethenyl-4-(trifluoromethyl)benzene
CID2783495,C18H15O3P,310.3,C1=CC=C(C=C1)P(=O)(C2=CC=CC=C2)C3=C(C=CC(=C3)O)O,"2-diphenylphosphorylbenzene-1,4-diol"
CID2786615,C6H18Cl2N2,189.12,C(CCCN)CCN.Cl.Cl,"hexane-1,6-diamine;dihydrochloride"
CID3014768,C6H7NO3,141.12,C=CC(=O)OCCN=C=O,2-isocyanatoethyl prop-2-enoate
CID3016467,C10H18O5,218.25,COCCOCCOCCOC(=O)C=C,2-[2-(2-methoxyethoxy)ethoxy]ethyl prop-2-enoate
CID3016474,C10H12BNO3,205.02,B(C1=CC(=CC=C1)NC(=O)C(=C)C)(O)O,[3-(2-methylprop-2-enoylamino)phenyl]boronic acid
CID3033881,C11H18N2O2,210.27,CC(CCCCN=C=O)C(C)(C)N=C=O,"1,6-diisocyanato-5,6-dimethylheptane"
CID3034140,C11H21NO5S,279.36,CC(=C)C(=O)OCC[N+](C)(C)CCCS(=O)(=O)[O-],3-[dimethyl-[2-(2-methylprop-2-enoyloxy)ethyl]azaniumyl]propane-1-sulfonate
CID3083765,C17H32O4,300.4,C(CCCCCCCC(=O)O)CCCCCCCC(=O)O,heptadecanedioic acid
CID3084646,C16H6O6,294.21,C1=CC(=C2C(=C1)C(=O)OC2=O)C3=CC4=C(C=C3)C(=O)OC4=O,"4-(1,3-dioxo-2-benzofuran-5-yl)-2-benzofuran-1,3-dione"
CID3086113,C35H26N2O6,570.6,CC(C)(C1=CC=C(C=C1)OC2=CC=C(C=C2)N3C(=O)C=CC3=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)N6C(=O)C=CC6=O,"1-[4-[4-[2-[4-[4-(2,5-dioxopyrrol-1-yl)phenoxy]phenyl]propan-2-yl]phenoxy]phenyl]pyrrole-2,5-dione"
CID3092369,C24H10O10,458.3,C1=CC(=CC=C1OC(=O)C2=CC3=C(C=C2)C(=O)OC3=O)OC(=O)C4=CC5=C(C=C4)C(=O)OC5=O,"[4-(1,3-dioxo-2-benzofuran-5-carbonyl)oxyphenyl] 1,3-dioxo-2-benzofuran-5-carboxylate"
CID3106818,C25H16O3,364.4,C1=CC=C2C(=C1)C3=CC=CC=C3C24C5=C(C=C(C=C5)O)OC6=C4C=CC(=C6)O,"spiro[fluorene-9,9'-xanthene]-3',6'-diol"
CID3270262,C2H3NaO3S,130.1,C=CS(=O)(=O)[O-].[Na+],sodium;ethenesulfonate
CID3292100,C24H26O2,346.5,CC(C)(C1=CC=C(C=C1)O)C2=CC(=CC=C2)C(C)(C)C3=CC=C(C=C3)O,4-[2-[3-[2-(4-hydroxyphenyl)propan-2-yl]phenyl]propan-2-yl]phenol
CID3292101,C24H28N2,344.5,CC(C)(C1=CC=C(C=C1)N)C2=CC(=CC=C2)C(C)(C)C3=CC=C(C=C3)N,4-[2-[3-[2-(4-aminophenyl)propan-2-yl]phenyl]propan-2-yl]aniline
CID3301396,C6H12O4,148.16,CCC(CO)(CO)C(=O)O,"2,2-bis(hydroxymethyl)butanoic acid"
CID3368486,C13H10Cl2O4S2,365.3,C1=CC(=CC=C1CC2=CC=C(C=C2)S(=O)(=O)Cl)S(=O)(=O)Cl,4-[(4-chlorosulfonylphenyl)methyl]benzenesulfonyl chloride
CID3480590,C12H12O6,252.22,CC12C(=O)OC(=O)C1(C3(C2(C(=O)OC3=O)C)C)C,"1,2,6,7-tetramethyl-4,9-dioxatricyclo[5.3.0.02,6]decane-3,5,8,10-tetrone"
CID3618754,C19H16O2,276.3,CC(=C)C(=O)OCC1=C2C=CC=CC2=CC3=CC=CC=C31,anthracen-9-ylmethyl 2-methylprop-2-enoate
CID3620081,C9H10Cl2O4S2,317.2,CC1=CC(=C(C(=C1S(=O)(=O)Cl)C)S(=O)(=O)Cl)C,"2,4,6-trimethylbenzene-1,3-disulfonyl chloride"
CID3678091,C16H8O6,296.23,C1=CC=C2C(=C1)C(=O)C3=CC(=C(C=C3C2=O)C(=O)O)C(=O)O,"9,10-dioxoanthracene-2,3-dicarboxylic acid"
CID3709580,C14H14O6,278.26,CC(=C)C(=O)OCCOC(=O)C1=CC=CC=C1C(=O)O,2-[2-(2-methylprop-2-enoyloxy)ethoxycarbonyl]benzoic acid
CID3764404,C29H26O4,438.5,C1=CC=C2C(=C1)C3=CC=CC=C3C2(C4=CC=C(C=C4)OCCO)C5=CC=C(C=C5)OCCO,2-[4-[9-[4-(2-hydroxyethoxy)phenyl]fluoren-9-yl]phenoxy]ethanol
CID3820533,C8H6F12O2,362.11,C(C(C(C(C(C(C(CO)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,"2,2,3,3,4,4,5,5,6,6,7,7-dodecafluorooctane-1,8-diol"
CID3905994,C12H6Br2O2S,374.05,C1=CC2=C(C=C1Br)C3=C(S2(=O)=O)C=CC(=C3)Br,"2,8-dibromodibenzothiophene 5,5-dioxide"
CID3985625,C11H24O2,188.31,CC(C)CC(CC(C)C)(CO)CO,"2,2-bis(2-methylpropyl)propane-1,3-diol"
CID4071898,C12H6Br2O2S,374.05,C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,"3,7-dibromodibenzothiophene 5,5-dioxide"
CID4098835,C8H6F4O2,210.13,C(C1=C(C(=C(C(=C1F)F)CO)F)F)O,"[2,3,5,6-tetrafluoro-4-(hydroxymethyl)phenyl]methanol"
CID4128060,C15H24O6,300.35,CC(COC(C)COC(=O)C=C)OCC(C)OC(=O)C=C,2-[2-(2-prop-2-enoyloxypropoxy)propoxy]propyl prop-2-enoate
CID4246116,C14H8Cl2N2O2,307.1,C1=CC(=CC=C1C(=O)Cl)N=NC2=CC=C(C=C2)C(=O)Cl,4-[(4-carbonochloridoylphenyl)diazenyl]benzoyl chloride
CID4346656,C8H14O3,158.19,CCC(COC(=O)C(=C)C)O,2-hydroxybutyl 2-methylprop-2-enoate
CID4354181,C13H8O3,212.2,C1=CC2=C(C=C1O)C(=O)C3=C2C=CC(=C3)O,"2,7-dihydroxyfluoren-9-one"
CID4366886,C8H9BO2,147.97,B(C1=CC(=CC=C1)C=C)(O)O,(3-ethenylphenyl)boronic acid
CID4443516,C12H14O4,222.24,C=CC(=O)OCC(COC1=CC=CC=C1)O,(2-hydroxy-3-phenoxypropyl) prop-2-enoate
CID4532059,C8H14O2,142.2,C=CCOC1CCCCO1,2-prop-2-enoxyoxane
CID4616894,C14H14N2O2S,274.34,CC1=CC2=C(C=C1N)S(=O)(=O)C3=C2C=C(C(=C3)N)C,"2,8-dimethyl-5,5-dioxodibenzothiophene-3,7-diamine"
CID4628831,C7H10N2,122.17,C1=CC(=CC(=C1)N)CN,3-(aminomethyl)aniline
CID4691729,C6H6S2,142.2,C1=CC(=CC=C1S)S,"benzene-1,4-dithiol"
CID5018111,C12H26Si,198.42,CC(C)[Si](CC=C)(C(C)C)C(C)C,tri(propan-2-yl)-prop-2-enylsilane
CID5020710,C15H13NO2,239.27,C1C(O1)COC2=CC=CC3=C2C4=CC=CC=C4N3,4-(oxiran-2-ylmethoxy)-9H-carbazole
CID5062351,C10H14O5,214.21,CC(=C)C(=O)OCC(COC(=O)C=C)O,(2-hydroxy-3-prop-2-enoyloxypropyl) 2-methylprop-2-enoate
CID5284378,C14H14N2O6S2,370.4,C1=CC(=C(C=C1N)S(=O)(=O)O)C=CC2=C(C=C(C=C2)N)S(=O)(=O)O,5-amino-2-[(E)-2-(4-amino-2-sulfophenyl)ethenyl]benzenesulfonic acid
CID5351896,C6H8O4,144.12,C(C=CCC(=O)O)C(=O)O,(E)-hex-3-enedioic acid
CID5354266,C10H12O4,196.2,C=CCOC(=O)C=CC(=O)OCC=C,bis(prop-2-enyl) (Z)-but-2-enedioate
CID5365800,C6H8O2,112.13,CC=CC(=O)OC=C,ethenyl (E)-but-2-enoate
CID5371819,C11H10O2,174.2,C=COC(=O)C=CC1=CC=CC=C1,ethenyl (E)-3-phenylprop-2-enoate
CID5374688,C16H12O4,268.26,C1=CC(=CC=C1C=CC2=CC=C(C=C2)C(=O)O)C(=O)O,4-[(E)-2-(4-carboxyphenyl)ethenyl]benzoic acid
CID5702690,C16H8N2Na2O6S4,498.5,C1=CC(=C(C=C1N=C=S)S(=O)(=O)[O-])C=CC2=C(C=C(C=C2)N=C=S)S(=O)(=O)[O-].[Na+].[Na+],disodium;5-isothiocyanato-2-[(E)-2-(4-isothiocyanato-2-sulfonatophenyl)ethenyl]benzenesulfonate
CID6432741,C6H12O2,116.16,C1CC(CC(C1)O)O,"(1S,3R)-cyclohexane-1,3-diol"
CID6453907,C18H32O3Si4,408.8,C[Si](C)(C=C)O[Si](C1=CC=CC=C1)(O[Si](C)(C)C=C)O[Si](C)(C)C=C,tris[[ethenyl(dimethyl)silyl]oxy]-phenylsilane
CID6453911,C16H36O4Si5,432.9,C[Si](C)(C=C)O[Si](O[Si](C)(C)C=C)(O[Si](C)(C)C=C)O[Si](C)(C)C=C,tetrakis[ethenyl(dimethyl)silyl] silicate
CID6951508,C8H18N2,142.24,C1CC(CC(C1)CN)CN,"[(1R,3S)-3-(aminomethyl)cyclohexyl]methanamine"
CID6998900,C6H14N2,114.19,C1CC(CC(C1)N)N,"(1R,3S)-cyclohexane-1,3-diamine"
CID6999479,C6H14N2,114.19,C1CC(CC(C1)N)N,"(1R,3R)-cyclohexane-1,3-diamine"
CID7569008,C15H28O6,304.38,CC(C)(CO)C1OCC2(CO1)COC(OC2)C(C)(C)CO,"2-[3-(1-hydroxy-2-methylpropan-2-yl)-2,4,8,10-tetraoxaspiro[5.5]undecan-9-yl]-2-methylpropan-1-ol"
CID9795378,C15H24O4,268.35,C=CC(=O)OCCCCCCCCCOC(=O)C=C,9-prop-2-enoyloxynonyl prop-2-enoate
CID9813088,C9H18O3Si,202.32,CO[Si](C)(C)CCCOC(=O)C=C,3-[methoxy(dimethyl)silyl]propyl prop-2-enoate
CID9813645,C16H24O2,248.36,CCC1(C2CC3CC(C2)CC1C3)OC(=O)C(=C)C,(2-ethyl-2-adamantyl) 2-methylprop-2-enoate
CID9815965,C13H23NO2,225.33,CC(=C)C(=O)OC1CC(NC(C1)(C)C)(C)C,"(2,2,6,6-tetramethylpiperidin-4-yl) 2-methylprop-2-enoate"
CID9816221,C12H18O5,242.27,C=CC(=O)OCCCOCCCOC(=O)C=C,3-(3-prop-2-enoyloxypropoxy)propyl prop-2-enoate
CID9837566,C15H22O2,234.33,CC(=C)C(=O)OC1(C2CC3CC(C2)CC1C3)C,(2-methyl-2-adamantyl) 2-methylprop-2-enoate
CID9859588,C13H22NO3,240.32,CC(=C)C(=O)OC1CC(N(C(C1)(C)C)[O])(C)C,"(1-lambda1-oxidanyl-2,2,6,6-tetramethylpiperidin-4-yl) 2-methylprop-2-enoate"
CID9899022,C10H16O3,184.23,C1C2CC3(CC1(CC(C2)(C3)O)O)O,"adamantane-1,3,5-triol"
CID9947865,C15H12O6,288.25,C1=CC(=C(C(=C1)C(=O)O)O)CC2=CC(=C(C=C2)O)C(=O)O,3-[(3-carboxy-4-hydroxyphenyl)methyl]-2-hydroxybenzoic acid
CID9964364,C10H14O4,198.22,CC(=C)C(=O)OC1(CCOC(=O)C1)C,(4-methyl-2-oxooxan-4-yl) 2-methylprop-2-enoate
CID10130244,C8H9NO4,183.16,CC(=C)C(=O)ON1C(=O)CCC1=O,"(2,5-dioxopyrrolidin-1-yl) 2-methylprop-2-enoate"
CID10154267,C6H6S3,174.3,C1=C(C=C(C=C1S)S)S,"benzene-1,3,5-trithiol"
CID10197835,C10H10O2,162.18,CC(=O)OC1=CC=CC=C1C=C,(2-ethenylphenyl) acetate
CID10198598,C10H24N2O4,236.31,C(COCCOCCOCCOCCN)N,2-[2-[2-[2-(2-aminoethoxy)ethoxy]ethoxy]ethoxy]ethanamine
CID10351788,C6H7NO3,141.12,C=CC(=O)N1CCOC1=O,"3-prop-2-enoyl-1,3-oxazolidin-2-one"
CID10891950,C19H40O2,300.5,CCCCCCCCC(CCCCCCCC)(CO)CO,"2,2-dioctylpropane-1,3-diol"
CID10921470,C12H20O2,196.29,C1C(CC2C1C3CC(C2C3)CO)CO,"[(1R,7R)-8-(hydroxymethyl)-4-tricyclo[5.2.1.02,6]decanyl]methanol"
CID10933588,C14H25NO2,239.35,CC(=C)C(=O)OC1CC(N(C(C1)(C)C)C)(C)C,"(1,2,2,6,6-pentamethylpiperidin-4-yl) 2-methylprop-2-enoate"
CID10937424,C15H12F6N2O2,366.26,Nc1ccc(C(c2ccc(N)c(O)c2)(C(F)(F)F)C(F)(F)F)cc1O,"2-amino-5-[2-(4-amino-3-hydroxyphenyl)-1,1,1,3,3,3-hexafluoropropan-2-yl]phenol"
CID10937491,C23H28O4,368.5,CC1=CC2=C(C=C1O)C(CC3(O2)CC(C4=C(O3)C=C(C(=C4)O)C)(C)C)(C)C,"4,4,4',4',7,7'-hexamethyl-2,2'-spirobi[3H-chromene]-6,6'-diol"
CID10938040,C27H36O2,392.6,CC(C)(C1=CC(=C(C=C1)O)C2CCCCC2)C3=CC(=C(C=C3)O)C4CCCCC4,2-cyclohexyl-4-[2-(3-cyclohexyl-4-hydroxyphenyl)propan-2-yl]phenol
CID10950302,C27H26N2O4,442.5,CCC1=C(C(=CC(=C1)CC2=CC(=C(C(=C2)C)N3C(=O)C=CC3=O)CC)C)N4C(=O)C=CC4=O,"1-[4-[[4-(2,5-dioxopyrrol-1-yl)-3-ethyl-5-methylphenyl]methyl]-2-ethyl-6-methylphenyl]pyrrole-2,5-dione"
